shift,offense,xblock,yblock,latitude,longitude
MIDNIGHT,THEFT F/AUTO,398210,145076,38.97360225,-77.02065678
MIDNIGHT,ROBBERY,399803,130985,38.84666753,-77.00226936
MIDNIGHT,THEFT/OTHER,401135,136927,38.90019474,-76.98691547
MIDNIGHT,SEX ABUSE,404004,135088,38.88361996,-76.95385171
MIDNIGHT,ROBBERY,397481,138085,38.91062353,-77.02904384
MIDNIGHT,BURGLARY,401427,137980,38.9096801,-76.98354704
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,399333,129102,38.82970439,-77.00768173
MIDNIGHT,THEFT F/AUTO,398019,139835,38.92638948,-77.0228458
MIDNIGHT,ROBBERY,398750,137708,38.9072301,-77.0144117
MIDNIGHT,THEFT/OTHER,397423,139469,38.92309089,-77.02971777
MIDNIGHT,ROBBERY,393039,142375,38.9492452,-77.0803032
MIDNIGHT,ROBBERY,398054,138469,38.91408418,-77.02243829
DAY,ASSAULT W/DANGEROUS WEAPON,398008,136402,38.89546382,-77.0229627
DAY,THEFT F/AUTO,398193,142564,38.95097349,-77.02084634
DAY,THEFT F/AUTO,402542,131003,38.84682603,-76.97071716
DAY,THEFT F/AUTO,393847,137650,38.90668697,-77.07093963
DAY,THEFT/OTHER,397700,138792,38.91699302,-77.02652116
DAY,BURGLARY,400384,136474,38.8961146,-76.99557342
DAY,THEFT F/AUTO,394694,137385,38.90430528,-77.06117229
DAY,MOTOR VEHICLE THEFT,401763,133056,38.86532224,-76.97968567
DAY,THEFT F/AUTO,398127,140238,38.93002006,-77.0216014
DAY,THEFT F/AUTO,396293,136900,38.89994443,-77.04273498
DAY,THEFT/OTHER,396537,140010,38.92796134,-77.03993779
DAY,THEFT/OTHER,399887,139150,38.920221,-77.00130306
DAY,BURGLARY,400278,130607,38.84326232,-76.99679771
DAY,MOTOR VEHICLE THEFT,395405,139798,38.92604639,-77.0529914
EVENING,THEFT/OTHER,398024,141163,38.93835252,-77.02279196
EVENING,ROBBERY,400233,136609,38.89733078,-76.99731403
EVENING,THEFT/OTHER,396046,138387,38.91333876,-77.045591
EVENING,THEFT F/AUTO,397877,137976,38.90964266,-77.02447766
EVENING,THEFT F/AUTO,398747,134091,38.87464681,-77.01443969
EVENING,ROBBERY,400246,139229,38.92093264,-76.99716323
MIDNIGHT,THEFT/OTHER,398739,142585,38.95116361,-77.01454749
EVENING,THEFT/OTHER,404689,135000,38.88282383,-76.94595731
EVENING,THEFT/OTHER,400846,134967,38.88253865,-76.99024954
EVENING,THEFT/OTHER,394238,142375,38.94925388,-77.06647135
EVENING,MOTOR VEHICLE THEFT,405336,136322,38.89472921,-76.9384901
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,401942,137457,38.90496775,-76.97761069
MIDNIGHT,THEFT/OTHER,397496,136376,38.89522829,-77.02886466
EVENING,THEFT/OTHER,395708,136984,38.90069847,-77.04947949
MIDNIGHT,THEFT/OTHER,394829,137194,38.90258549,-77.05961445
MIDNIGHT,MOTOR VEHICLE THEFT,399760,144016,38.96405531,-77.00276925
MIDNIGHT,THEFT/OTHER,395506,136689,38.89803999,-77.05180628
MIDNIGHT,ROBBERY,397330,139246,38.92108175,-77.03078937
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,397921,138592,38.91519191,-77.02397222
MIDNIGHT,THEFT/OTHER,399297,129653,38.83466802,-77.0080969
MIDNIGHT,BURGLARY,396738,141672,38.9429339,-77.03762761
MIDNIGHT,ROBBERY,399414,142079,38.94660614,-77.00675994
MIDNIGHT,THEFT/OTHER,398793,140371,38.93121934,-77.01392062
MIDNIGHT,THEFT/OTHER,402288,136728,38.89839983,-76.97362409
MIDNIGHT,THEFT/OTHER,397509,140198,38.9296582,-77.02872867
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,393070,142276,38.94835363,-77.07994458
EVENING,THEFT/OTHER,401480,135528,38.88759152,-76.98294124
EVENING,THEFT/OTHER,406348,135451,38.8868762,-76.92683249
EVENING,THEFT/OTHER,395457,137321,38.90373302,-77.05237532
EVENING,THEFT F/AUTO,400096,137623,38.90646528,-76.99889319
EVENING,THEFT F/AUTO,398274,138545,38.91476928,-77.01990178
EVENING,THEFT F/AUTO,396661,137923,38.90916144,-77.03849758
EVENING,THEFT F/AUTO,396029,137018,38.90100626,-77.0457791
EVENING,THEFT F/AUTO,397833,138469,38.91408367,-77.02498653
EVENING,THEFT/OTHER,400435,134715,38.88026884,-76.99498662
EVENING,THEFT F/AUTO,406775,136516,38.89646692,-76.92190035
EVENING,THEFT F/AUTO,399950,138974,38.91863554,-77.00057656
EVENING,THEFT/OTHER,400043,137591,38.90617701,-76.99950424
EVENING,THEFT F/AUTO,399765,144163,38.96537952,-77.00271161
EVENING,ROBBERY,397162,140314,38.93070211,-77.0327311
EVENING,THEFT/OTHER,404167,135943,38.89132136,-76.95196786
EVENING,THEFT/OTHER,400233,137456,38.90496086,-76.99731374
EVENING,THEFT/OTHER,398144,138633,38.91556175,-77.02140099
EVENING,ROBBERY,398758,145213,38.97483733,-77.01433305
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT F/AUTO,398185,136884,38.89980623,-77.02092361
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
MIDNIGHT,THEFT/OTHER,395965,138725,38.91638321,-77.04652695
EVENING,THEFT F/AUTO,396839,140664,38.93385391,-77.03645792
MIDNIGHT,THEFT/OTHER,400350,128897,38.82785783,-76.99596921
MIDNIGHT,ROBBERY,397564,138854,38.91755117,-77.02808959
EVENING,ROBBERY,401138,134783,38.88088078,-76.98688443
EVENING,THEFT/OTHER,401014,136575,38.89702394,-76.9883109
MIDNIGHT,THEFT F/AUTO,401822,137058,38.90137367,-76.97899523
MIDNIGHT,THEFT F/AUTO,406010,135238,38.88495979,-76.93073016
EVENING,THEFT/OTHER,399852,143321,38.95779459,-77.00170756
EVENING,THEFT F/AUTO,406332,135883,38.89076793,-76.92701292
EVENING,THEFT/OTHER,394964,140772,38.93481806,-77.05808433
EVENING,THEFT/OTHER,397228,138511,38.91446032,-77.03196263
EVENING,THEFT F/AUTO,402530,136674,38.89791271,-76.97083453
EVENING,THEFT/OTHER,397115,137977,38.9096495,-77.03326334
MIDNIGHT,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,397330,138792,38.91699197,-77.03078761
EVENING,THEFT/OTHER,396480,136929,38.90020644,-77.04057936
MIDNIGHT,THEFT F/AUTO,397704,145832,38.98041129,-77.0264986
EVENING,THEFT/OTHER,396833,138428,38.91371129,-77.03651681
MIDNIGHT,SEX ABUSE,403859,135396,38.88639519,-76.95552118
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,396544,138793,38.91699824,-77.03985093
EVENING,THEFT/OTHER,399047,142716,38.95234409,-77.01099444
EVENING,ROBBERY,398054,136884,38.89980595,-77.0224338
MIDNIGHT,THEFT/OTHER,402183,136751,38.89860729,-76.97483445
EVENING,THEFT F/AUTO,397269,137709,38.90723576,-77.03148669
EVENING,THEFT/OTHER,394548,137621,38.90643036,-77.06285738
EVENING,THEFT/OTHER,397700,136885,38.89981411,-77.02651477
EVENING,THEFT F/AUTO,396031,138223,38.91186133,-77.04576301
EVENING,ROBBERY,402239,131419,38.85057437,-76.97420625
EVENING,BURGLARY,406152,136119,38.89289518,-76.92908561
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,397231,144037,38.96424015,-77.03195034
EVENING,THEFT/OTHER,398946,139092,38.9196979,-77.01215407
EVENING,THEFT/OTHER,398946,139092,38.9196979,-77.01215407
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,THEFT F/AUTO,400600,140396,38.93144517,-76.99308003
EVENING,THEFT/OTHER,395459,137490,38.90525544,-77.05235338
EVENING,THEFT/OTHER,399075,138915,38.91810357,-77.01066629
EVENING,THEFT/OTHER,396384,137579,38.90606148,-77.04168949
EVENING,ASSAULT W/DANGEROUS WEAPON,396964,137650,38.90670326,-77.03500288
EVENING,THEFT/OTHER,400541,139301,38.9215811,-76.99376136
EVENING,THEFT F/AUTO,400541,139301,38.9215811,-76.99376136
EVENING,THEFT/OTHER,399215,138751,38.91662634,-77.00905174
EVENING,THEFT/OTHER,394411,137777,38.9078348,-77.06443815
MIDNIGHT,THEFT F/AUTO,397654,144888,38.97190739,-77.02707243
EVENING,THEFT/OTHER,400742,141663,38.94285857,-76.99144094
EVENING,THEFT/OTHER,398098,136808,38.89912142,-77.02192635
EVENING,THEFT/OTHER,400840,139142,38.92014854,-76.99031358
EVENING,THEFT/OTHER,402692,133587,38.87010335,-76.96897911
MIDNIGHT,THEFT/OTHER,407313,135570,38.8879407,-76.91570856
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,THEFT F/AUTO,396986,140220,38.92985474,-77.03476052
MIDNIGHT,THEFT/OTHER,401280,133168,38.86633202,-76.98525087
MIDNIGHT,THEFT/OTHER,400987,142996,38.95486636,-76.98861292
DAY,THEFT/OTHER,402522,133884,38.87277935,-76.97093699
DAY,THEFT F/AUTO,396276,140799,38.93506783,-77.04295211
DAY,THEFT/OTHER,397380,136406,38.89549821,-77.03020196
DAY,THEFT F/AUTO,401272,140439,38.93183181,-76.98532959
DAY,THEFT F/AUTO,398002,134827,38.88127561,-77.02302729
MIDNIGHT,HOMICIDE,406737,135154,38.88419782,-76.92235176
MIDNIGHT,HOMICIDE,400393,132326,38.85874777,-76.99547204
MIDNIGHT,THEFT/OTHER,404459,136336,38.89486022,-76.94859949
MIDNIGHT,THEFT F/AUTO,400846,137020,38.90103284,-76.99024701
MIDNIGHT,THEFT/OTHER,399695,137774,38.90782549,-77.00351648
MIDNIGHT,MOTOR VEHICLE THEFT,400850,130488,38.84218995,-76.99020897
MIDNIGHT,THEFT F/AUTO,403949,135293,38.88546692,-76.95448444
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,398091,140566,38.93297471,-77.0220175
MIDNIGHT,THEFT F/AUTO,401406,137357,38.90406794,-76.98379044
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,398036,139678,38.92497521,-77.0226493
MIDNIGHT,THEFT F/AUTO,401550,131514,38.85143165,-76.98214346
DAY,THEFT/OTHER,402183,136751,38.89860729,-76.97483445
DAY,THEFT F/AUTO,400637,142098,38.94677726,-76.99265172
DAY,THEFT F/AUTO,405595,136826,38.89926782,-76.93550042
DAY,BURGLARY,397835,136718,38.89831005,-77.02495795
DAY,THEFT F/AUTO,397294,140084,38.92863061,-77.03120782
DAY,THEFT/OTHER,398877,141831,38.94437156,-77.01295422
DAY,THEFT/OTHER,400233,136927,38.90019544,-76.99731392
EVENING,THEFT/OTHER,400594,139371,38.92221165,-76.99315012
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,396965,137769,38.90777526,-77.03499188
DAY,THEFT/OTHER,398099,138206,38.91171509,-77.02191869
DAY,MOTOR VEHICLE THEFT,399760,139150,38.92022098,-77.00276755
DAY,THEFT F/AUTO,402334,134010,38.87391493,-76.97310303
DAY,THEFT/OTHER,399592,137708,38.9072309,-77.00470398
DAY,THEFT/OTHER,406322,136879,38.89974033,-76.92711902
DAY,THEFT F/AUTO,399953,142923,38.95420931,-77.00054224
DAY,THEFT F/AUTO,399823,139565,38.92395945,-77.00204118
DAY,THEFT F/AUTO,399823,139565,38.92395945,-77.00204118
EVENING,THEFT/OTHER,402248,133774,38.87178917,-76.97409487
DAY,THEFT F/AUTO,399823,139565,38.92395945,-77.00204118
DAY,THEFT F/AUTO,401896,130855,38.84549441,-76.97815923
DAY,THEFT/OTHER,398185,136610,38.89733794,-77.02092289
DAY,THEFT/OTHER,397162,141051,38.93734123,-77.03273415
DAY,THEFT/OTHER,399581,129706,38.83514565,-77.00482593
DAY,THEFT F/AUTO,400949,132834,38.86332363,-76.98906537
DAY,THEFT F/AUTO,402366,133849,38.87246449,-76.97273482
DAY,THEFT/OTHER,393344,141646,38.94268053,-77.0767776
DAY,THEFT F/AUTO,399822,134459,38.87796278,-77.00205138
DAY,THEFT F/AUTO,394464,144735,38.97051482,-77.06388323
DAY,MOTOR VEHICLE THEFT,398579,135248,38.88506927,-77.01637813
DAY,THEFT/OTHER,401701,136862,38.89960828,-76.98039065
DAY,THEFT/OTHER,406019,134820,38.88119422,-76.93063009
DAY,THEFT/OTHER,397001,137426,38.90468552,-77.03457532
DAY,ASSAULT W/DANGEROUS WEAPON,398469,134448,38.87786237,-77.01764419
DAY,THEFT/OTHER,397609,137185,38.90251637,-77.02756488
DAY,THEFT F/AUTO,393795,138720,38.91632553,-77.07154882
DAY,THEFT/OTHER,394054,138206,38.91169703,-77.06855788
DAY,THEFT/OTHER,398358,137251,38.90311264,-77.01893012
DAY,ASSAULT W/DANGEROUS WEAPON,397162,140182,38.92951301,-77.03273055
DAY,THEFT/OTHER,392994,140703,38.93418299,-77.08080525
DAY,THEFT/OTHER,395995,137654,38.90673542,-77.04617477
DAY,THEFT F/AUTO,399688,128741,38.82645253,-77.00359309
DAY,MOTOR VEHICLE THEFT,401373,137593,38.90619396,-76.98417042
DAY,THEFT F/AUTO,397264,142545,38.95079993,-77.03156361
DAY,THEFT/OTHER,402239,131419,38.85057437,-76.97420625
DAY,THEFT F/AUTO,395963,139110,38.91985141,-77.04655227
EVENING,ASSAULT W/DANGEROUS WEAPON,405927,137780,38.90785961,-76.93166487
DAY,BURGLARY,397226,136542,38.89672287,-77.03197774
EVENING,THEFT F/AUTO,402307,139388,38.92236196,-76.97339612
EVENING,ASSAULT W/DANGEROUS WEAPON,394622,137482,38.90517865,-77.06200313
EVENING,THEFT F/AUTO,396305,136612,38.89735007,-77.04259509
EVENING,BURGLARY,401495,132695,38.8620707,-76.98277451
EVENING,THEFT F/AUTO,398946,139329,38.92183287,-77.01215444
EVENING,THEFT/OTHER,396999,140521,38.93256629,-77.03461191
EVENING,THEFT/OTHER,400172,142562,38.95095731,-76.99801573
EVENING,THEFT/OTHER,397576,143086,38.95567432,-77.02796617
EVENING,THEFT F/AUTO,401445,137508,38.90542813,-76.98334049
EVENING,THEFT/OTHER,400660,129046,38.82919992,-76.99239894
MIDNIGHT,HOMICIDE,399695,137774,38.90782549,-77.00351648
EVENING,THEFT/OTHER,398508,136963,38.9005185,-77.01720019
MIDNIGHT,THEFT/OTHER,398144,140137,38.92911026,-77.02140506
MIDNIGHT,MOTOR VEHICLE THEFT,405622,136876,38.89971806,-76.93518875
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,402967,133465,38.86900344,-76.96581071
DAY,THEFT F/AUTO,401258,137689,38.90705893,-76.9854961
DAY,THEFT F/AUTO,398144,140137,38.92911026,-77.02140506
DAY,THEFT F/AUTO,401258,137689,38.90705893,-76.9854961
DAY,THEFT/OTHER,400637,142208,38.94776817,-76.99265162
DAY,THEFT F/AUTO,403859,135396,38.88639519,-76.95552118
DAY,THEFT/OTHER,396975,144247,38.96613104,-77.03490514
DAY,THEFT/OTHER,396830,137427,38.90469393,-77.03654678
DAY,THEFT/OTHER,397174,140033,38.92817081,-77.03259154
DAY,THEFT F/AUTO,391193,141234,38.93895019,-77.10158428
DAY,THEFT F/AUTO,406784,135770,38.88974661,-76.92180397
DAY,THEFT/OTHER,397847,141258,38.93920789,-77.02483385
DAY,THEFT F/AUTO,406088,135110,38.88380618,-76.92983228
DAY,BURGLARY,404111,135717,38.88928573,-76.95261471
DAY,THEFT/OTHER,401542,133586,38.87009711,-76.98223098
DAY,THEFT F/AUTO,400656,139796,38.92604014,-76.99243474
DAY,THEFT/OTHER,392798,140886,38.93582992,-77.08306778
DAY,BURGLARY,397901,144742,38.97059282,-77.02422165
DAY,THEFT/OTHER,397496,139395,38.92242448,-77.02887567
DAY,THEFT F/AUTO,400489,136927,38.90019533,-76.9943627
DAY,THEFT F/AUTO,401586,131170,38.84833269,-76.98172952
DAY,ROBBERY,402258,131469,38.85102474,-76.9739872
EVENING,BURGLARY,398054,144596,38.96927797,-77.02245567
DAY,BURGLARY,398010,138058,38.91038166,-77.02294444
DAY,THEFT F/AUTO,394650,141697,38.94314888,-77.06171317
EVENING,THEFT F/AUTO,393571,144526,38.96862601,-77.07418613
EVENING,THEFT F/AUTO,398735,145069,38.97354011,-77.01459821
EVENING,THEFT/OTHER,397577,143785,38.96197109,-77.0279571
EVENING,MOTOR VEHICLE THEFT,396929,139687,38.92505311,-77.03541552
MIDNIGHT,THEFT F/AUTO,400930,136398,38.89542955,-76.98927947
EVENING,THEFT/OTHER,396478,139054,38.91934916,-77.04061331
MIDNIGHT,THEFT/OTHER,403686,136291,38.89445842,-76.95751038
EVENING,THEFT/OTHER,396167,137186,38.90252028,-77.04418913
EVENING,THEFT/OTHER,402438,131109,38.84778122,-76.97191482
MIDNIGHT,THEFT/OTHER,397655,137783,38.90790349,-77.02703661
EVENING,THEFT F/AUTO,401167,137790,38.9079689,-76.9865451
EVENING,THEFT/OTHER,405106,135146,38.88413673,-76.94115013
EVENING,THEFT F/AUTO,397264,143146,38.9562139,-77.03156601
EVENING,THEFT/OTHER,402413,140745,38.93458596,-76.97216898
EVENING,THEFT/OTHER,401147,134664,38.87980877,-76.9867809
EVENING,THEFT/OTHER,396893,140844,38.9354756,-77.03583592
MIDNIGHT,THEFT/OTHER,399996,136928,38.90020448,-77.00004611
MIDNIGHT,THEFT/OTHER,399778,137532,38.90564549,-77.00255946
MIDNIGHT,MOTOR VEHICLE THEFT,405551,137507,38.90540279,-76.93600215
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,401257,134787,38.88091665,-76.98551294
MIDNIGHT,THEFT/OTHER,395766,137555,38.90584252,-77.04881437
MIDNIGHT,THEFT F/AUTO,397293,141199,38.93867487,-77.03122375
MIDNIGHT,MOTOR VEHICLE THEFT,399564,134557,38.87884551,-77.0050248
MIDNIGHT,BURGLARY,404111,135717,38.88928573,-76.95261471
MIDNIGHT,THEFT/OTHER,400384,136927,38.90019538,-76.99557316
EVENING,THEFT F/AUTO,392890,143050,38.95532459,-77.08202908
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT F/AUTO,393147,142102,38.94678679,-77.07905457
EVENING,THEFT F/AUTO,399110,138221,38.91185182,-77.0102618
EVENING,BURGLARY,406291,137503,38.90536177,-76.92747068
EVENING,THEFT/OTHER,404985,133568,38.86992218,-76.94255618
EVENING,THEFT F/AUTO,397007,144031,38.96418536,-77.03453496
EVENING,THEFT/OTHER,402201,131112,38.84780887,-76.974645
MIDNIGHT,THEFT/OTHER,405899,137981,38.90967047,-76.93198596
EVENING,THEFT/OTHER,391696,141919,38.94512576,-77.09579073
EVENING,THEFT F/AUTO,398122,139889,38.92687615,-77.02165811
EVENING,THEFT F/AUTO,401014,137020,38.90103266,-76.98831024
EVENING,MOTOR VEHICLE THEFT,405084,133676,38.87089452,-76.94141457
EVENING,THEFT/OTHER,405846,134296,38.876475,-76.9326284
EVENING,BURGLARY,400891,131932,38.85519809,-76.98973483
EVENING,THEFT F/AUTO,399755,129917,38.8370465,-77.00282192
MIDNIGHT,HOMICIDE,400278,130607,38.84326232,-76.99679771
EVENING,BURGLARY,404167,135943,38.89132136,-76.95196786
EVENING,THEFT/OTHER,394053,144263,38.96626024,-77.06862191
EVENING,THEFT/OTHER,393653,139731,38.92543192,-77.07319554
EVENING,THEFT/OTHER,405837,137153,38.90221198,-76.93270785
EVENING,THEFT/OTHER,397863,138792,38.91699343,-77.02464162
EVENING,THEFT/OTHER,397229,138854,38.91755018,-77.03195248
EVENING,THEFT/OTHER,396504,137376,38.90423327,-77.04030496
EVENING,THEFT/OTHER,400863,132294,38.85845917,-76.99005696
EVENING,THEFT F/AUTO,403450,135978,38.89163976,-76.96023239
MIDNIGHT,THEFT/OTHER,397747,139913,38.92709147,-77.02598289
EVENING,ROBBERY,403767,139839,38.92641967,-76.95655721
EVENING,THEFT/OTHER,402965,132500,38.86031033,-76.96583791
EVENING,THEFT F/AUTO,392230,142981,38.95469743,-77.08964281
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,397633,144615,38.96944809,-77.02731382
EVENING,ROBBERY,399950,136856,38.89955587,-77.00057641
EVENING,ROBBERY,399996,139745,38.92558096,-77.00004613
EVENING,THEFT/OTHER,395063,136998,38.9008212,-77.05691535
EVENING,THEFT F/AUTO,402318,136926,38.9001834,-76.97327758
EVENING,THEFT/OTHER,397330,138792,38.91699197,-77.03078761
EVENING,THEFT F/AUTO,396999,137119,38.90191995,-77.03459704
EVENING,SEX ABUSE,401480,135773,38.88979857,-76.98294071
EVENING,ASSAULT W/DANGEROUS WEAPON,394592,137753,38.90761973,-77.06235113
EVENING,THEFT F/AUTO,401323,138440,38.9138241,-76.98474524
EVENING,THEFT/OTHER,396705,140274,38.93034018,-77.03800156
EVENING,THEFT/OTHER,401822,137058,38.90137367,-76.97899523
EVENING,BURGLARY,397939,142523,38.95060359,-77.02377647
EVENING,THEFT/OTHER,406683,137294,38.90347613,-76.92295332
EVENING,THEFT F/AUTO,397874,139955,38.92747014,-77.02451838
EVENING,MOTOR VEHICLE THEFT,397329,137185,38.90251557,-77.03079289
EVENING,THEFT/OTHER,400954,130594,38.84314474,-76.98901086
EVENING,ASSAULT W/DANGEROUS WEAPON,398166,143286,38.9574774,-77.02115976
EVENING,ROBBERY,406004,134532,38.87859991,-76.93080548
MIDNIGHT,THEFT/OTHER,401822,135587,38.88812237,-76.97899913
EVENING,THEFT/OTHER,398098,136808,38.89912142,-77.02192635
EVENING,THEFT/OTHER,394737,137483,38.90518836,-77.0606773
EVENING,THEFT/OTHER,396705,140274,38.93034018,-77.03800156
EVENING,THEFT F/AUTO,399852,143321,38.95779459,-77.00170756
MIDNIGHT,THEFT/OTHER,395764,136921,38.90013121,-77.04883352
MIDNIGHT,THEFT F/AUTO,399852,143321,38.95779459,-77.00170756
EVENING,THEFT/OTHER,393473,144062,38.96444547,-77.07531256
EVENING,THEFT/OTHER,401165,138586,38.91513954,-76.9865668
EVENING,THEFT/OTHER,394622,137482,38.90517865,-77.06200313
EVENING,THEFT F/AUTO,400597,142957,38.95451539,-76.99311241
EVENING,THEFT/OTHER,397122,139623,38.92447724,-77.03318953
EVENING,THEFT F/AUTO,401014,134923,38.8821421,-76.98831334
MIDNIGHT,THEFT F/AUTO,397528,144562,38.96897036,-77.02852527
EVENING,THEFT/OTHER,397612,144311,38.96670953,-77.02755509
EVENING,THEFT F/AUTO,397059,138470,38.91409043,-77.03391111
MIDNIGHT,THEFT F/AUTO,399080,138633,38.91556322,-77.01060825
EVENING,THEFT/OTHER,399214,137753,38.90763602,-77.00906213
EVENING,THEFT/OTHER,397265,144246,38.96612298,-77.03155886
EVENING,ROBBERY,396917,138058,38.9103785,-77.03554659
EVENING,THEFT/OTHER,400846,134967,38.88253865,-76.99024954
EVENING,THEFT/OTHER,398099,136943,38.90033755,-77.0219152
EVENING,THEFT/OTHER,398099,138058,38.91038186,-77.02191828
EVENING,THEFT F/AUTO,397155,137185,38.90251502,-77.03279887
EVENING,ROBBERY,397563,136664,38.89782289,-77.02809335
MIDNIGHT,THEFT/OTHER,398601,145300,38.9756208,-77.01614506
EVENING,THEFT/OTHER,396456,137483,38.90519697,-77.04085889
EVENING,THEFT/OTHER,396991,139509,38.92344985,-77.03469974
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,THEFT/OTHER,403803,136496,38.89630464,-76.95616055
EVENING,THEFT/OTHER,404985,133568,38.86992218,-76.94255618
MIDNIGHT,BURGLARY,398005,142793,38.95303597,-77.02301586
MIDNIGHT,THEFT/OTHER,400268,130332,38.840785,-76.99691301
EVENING,THEFT F/AUTO,395915,138306,38.91260849,-77.047101
MIDNIGHT,BURGLARY,398077,142861,38.9536487,-77.0221854
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,402258,132857,38.86352843,-76.97398264
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,402339,137267,38.9032552,-76.97303433
MIDNIGHT,THEFT F/AUTO,402187,139507,38.92343426,-76.97477956
MIDNIGHT,THEFT/OTHER,395485,139515,38.92349745,-77.05206694
MIDNIGHT,THEFT F/AUTO,397328,137053,38.90132646,-77.0308039
MIDNIGHT,BURGLARY,396991,139509,38.92344985,-77.03469974
MIDNIGHT,THEFT F/AUTO,402105,139563,38.92393893,-76.97572501
MIDNIGHT,THEFT/OTHER,404541,136535,38.89665246,-76.94765293
DAY,MOTOR VEHICLE THEFT,402187,139507,38.92343426,-76.97477956
DAY,ROBBERY,404450,132969,38.86452902,-76.94872504
DAY,MOTOR VEHICLE THEFT,402106,131537,38.85163769,-76.97573807
DAY,THEFT F/AUTO,394608,138125,38.91097093,-77.06216958
DAY,THEFT/OTHER,398238,138636,38.91558896,-77.02031712
DAY,THEFT/OTHER,400695,140731,38.93446288,-76.99198403
DAY,THEFT F/AUTO,399409,142466,38.95009234,-77.00681795
DAY,THEFT F/AUTO,394859,138117,38.91090037,-77.0592755
DAY,THEFT F/AUTO,399233,138178,38.91146458,-77.00884355
DAY,ROBBERY,402684,132570,38.86094182,-76.96907526
DAY,THEFT F/AUTO,402116,136325,38.89476989,-76.97560813
DAY,THEFT/OTHER,399489,137576,38.90604174,-77.00589141
DAY,THEFT F/AUTO,400021,130605,38.84324435,-76.9997581
DAY,BURGLARY,399395,143186,38.95657828,-77.00698009
DAY,THEFT/OTHER,404105,139186,38.92053572,-76.95266314
DAY,THEFT F/AUTO,398165,144115,38.96494524,-77.02117351
EVENING,SEX ABUSE,396326,139306,38.92161863,-77.04236742
EVENING,MOTOR VEHICLE THEFT,406145,137024,38.9010478,-76.92915821
DAY,THEFT/OTHER,402423,134032,38.87411287,-76.97207732
EVENING,ROBBERY,400840,139142,38.92014854,-76.99031358
EVENING,THEFT F/AUTO,396917,138140,38.91111719,-77.03554696
EVENING,THEFT/OTHER,398099,138672,38.91591297,-77.02191998
EVENING,THEFT F/AUTO,399444,144008,38.9639831,-77.00641543
EVENING,THEFT F/AUTO,397830,144936,38.97234024,-77.02504157
EVENING,SEX ABUSE,406609,135214,38.88473929,-76.92382646
EVENING,THEFT/OTHER,397623,144463,38.96807881,-77.02742869
EVENING,MOTOR VEHICLE THEFT,400251,140497,38.93235518,-76.99710511
EVENING,THEFT/OTHER,400691,130446,38.84181173,-76.99204051
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,399351,137184,38.90251038,-77.00748206
EVENING,THEFT/OTHER,396684,140342,38.93095267,-77.03824408
EVENING,THEFT/OTHER,393194,142322,38.94876898,-77.07851457
EVENING,THEFT/OTHER,402965,132500,38.86031033,-76.96583791
MIDNIGHT,THEFT F/AUTO,396986,140220,38.92985474,-77.03476052
MIDNIGHT,THEFT/OTHER,404102,139117,38.91991416,-76.95269815
EVENING,THEFT/OTHER,396324,139443,38.92285276,-77.04239122
EVENING,THEFT/OTHER,397655,138975,38.91864143,-77.02704068
EVENING,THEFT F/AUTO,405380,135039,38.8831712,-76.93799295
EVENING,BURGLARY,399630,144227,38.965956,-77.00426938
EVENING,THEFT F/AUTO,405566,137941,38.90931231,-76.9358257
EVENING,MOTOR VEHICLE THEFT,401383,135000,38.88283525,-76.98406034
EVENING,THEFT F/AUTO,405735,136103,38.89275387,-76.93389252
EVENING,THEFT/OTHER,397834,136610,38.89733715,-77.02496913
EVENING,THEFT/OTHER,396307,137533,38.90564677,-77.04257699
EVENING,THEFT/OTHER,400383,135101,38.8837461,-76.99558571
EVENING,BURGLARY,402810,131849,38.85444635,-76.96762645
