shift,offense,xblock,yblock,latitude,longitude
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT F/AUTO,399586,141799,38.94408391,-77.00477562
EVENING,THEFT/OTHER,397115,138058,38.91037918,-77.03326368
EVENING,THEFT/OTHER,399852,143321,38.95779459,-77.00170756
DAY,THEFT F/AUTO,401004,131818,38.85417101,-76.98843313
DAY,THEFT F/AUTO,397781,145447,38.97694333,-77.02560868
DAY,BURGLARY,402455,133959,38.87345517,-76.97170881
DAY,BURGLARY,399755,129917,38.8370465,-77.00282192
DAY,THEFT F/AUTO,396671,139479,38.92317844,-77.03838983
DAY,MOTOR VEHICLE THEFT,403398,131953,38.85538116,-76.96085169
DAY,THEFT F/AUTO,398708,143788,38.96200051,-77.01490738
DAY,THEFT F/AUTO,401953,133141,38.86608755,-76.97749614
DAY,THEFT F/AUTO,398127,140238,38.93002006,-77.0216014
DAY,BURGLARY,392857,142931,38.95425234,-77.08240857
DAY,THEFT/OTHER,400384,136927,38.90019538,-76.99557316
DAY,ROBBERY,399078,136928,38.90020399,-77.01062902
DAY,THEFT F/AUTO,401701,136862,38.89960828,-76.98039065
DAY,THEFT/OTHER,396029,137018,38.90100626,-77.0457791
DAY,THEFT F/AUTO,397071,141435,38.94080011,-77.0337854
DAY,THEFT/OTHER,398185,136884,38.89980623,-77.02092361
DAY,THEFT/OTHER,404370,136293,38.8944733,-76.9496257
DAY,THEFT F/AUTO,400088,136326,38.89478144,-76.99898559
DAY,THEFT F/AUTO,399348,143959,38.96354163,-77.00752308
DAY,THEFT F/AUTO,400233,136697,38.89812351,-76.997314
DAY,THEFT F/AUTO,401348,137835,38.90837402,-76.98445817
DAY,THEFT/OTHER,397833,138551,38.91482235,-77.02498679
DAY,ROBBERY,398476,134192,38.87555623,-77.01756295
DAY,THEFT F/AUTO,398054,144278,38.96641335,-77.02245477
DAY,THEFT F/AUTO,397769,144596,38.96927729,-77.0257444
DAY,THEFT F/AUTO,399342,144177,38.96550542,-77.00759252
EVENING,THEFT F/AUTO,399215,138427,38.91370764,-77.00905137
DAY,THEFT/OTHER,401721,133117,38.86587184,-76.98016947
DAY,THEFT F/AUTO,400043,137591,38.90617701,-76.99950424
DAY,THEFT/OTHER,397576,143086,38.95567432,-77.02796617
DAY,THEFT F/AUTO,396915,137186,38.90252322,-77.03556573
DAY,THEFT/OTHER,396167,136956,38.90044835,-77.04418784
DAY,BURGLARY,397564,137917,38.90911036,-77.02808627
DAY,THEFT/OTHER,402466,139176,38.92045177,-76.97156332
DAY,THEFT F/AUTO,398989,144752,38.97068483,-77.01166656
DAY,THEFT F/AUTO,397963,140327,38.93082144,-77.02349308
DAY,THEFT/OTHER,398098,136808,38.89912142,-77.02192635
EVENING,ASSAULT W/DANGEROUS WEAPON,397830,143476,38.9591882,-77.02503695
DAY,ASSAULT W/DANGEROUS WEAPON,403955,135871,38.89067374,-76.95441196
EVENING,THEFT/OTHER,401560,137150,38.90220295,-76.98201546
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT F/AUTO,400130,137796,38.90802372,-76.99850117
EVENING,THEFT/OTHER,392672,143682,38.96101601,-77.08455093
EVENING,THEFT F/AUTO,398098,136539,38.89669817,-77.02192561
EVENING,THEFT/OTHER,399446,138633,38.91556353,-77.00638801
EVENING,THEFT/OTHER,397003,138387,38.91334255,-77.03455646
EVENING,THEFT/OTHER,399215,138016,38.91000521,-77.0090509
EVENING,THEFT/OTHER,397497,136718,38.89830916,-77.02885438
EVENING,THEFT F/AUTO,396217,138008,38.90992535,-77.04361722
EVENING,ASSAULT W/DANGEROUS WEAPON,399989,130584,38.84305517,-77.00012671
EVENING,THEFT/OTHER,398099,136943,38.90033755,-77.0219152
EVENING,THEFT/OTHER,397228,138264,38.91223526,-77.03196163
EVENING,ASSAULT W/DANGEROUS WEAPON,406697,135083,38.88355853,-76.92281347
EVENING,THEFT F/AUTO,397825,144446,38.96792619,-77.02509772
EVENING,THEFT/OTHER,399852,143321,38.95779459,-77.00170756
EVENING,THEFT F/AUTO,397919,137069,38.90147219,-77.02399066
EVENING,THEFT F/AUTO,397330,138916,38.91810901,-77.03078809
EVENING,THEFT/OTHER,393264,141833,38.94436447,-77.07770224
MIDNIGHT,ROBBERY,401560,137150,38.90220295,-76.98201546
EVENING,THEFT F/AUTO,397854,140871,38.9357217,-77.0247519
EVENING,MOTOR VEHICLE THEFT,406004,134756,38.88061779,-76.93080352
MIDNIGHT,THEFT F/AUTO,397430,138346,38.91297456,-77.02963285
MIDNIGHT,THEFT F/AUTO,398316,138469,38.91408473,-77.01941731
MIDNIGHT,THEFT F/AUTO,396578,137120,38.90192742,-77.03945054
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,400232,135255,38.88513344,-76.99732602
MIDNIGHT,THEFT/OTHER,398358,137251,38.90311264,-77.01893012
MIDNIGHT,THEFT/OTHER,402965,132500,38.86031033,-76.96583791
MIDNIGHT,ROBBERY,399037,128205,38.82162351,-77.01108947
MIDNIGHT,ROBBERY,397564,138975,38.91864118,-77.02809002
MIDNIGHT,THEFT/OTHER,396372,137666,38.90684515,-77.0418283
MIDNIGHT,THEFT/OTHER,400839,139564,38.92395006,-76.9903246
MIDNIGHT,THEFT F/AUTO,402071,138561,38.91491267,-76.97612012
MIDNIGHT,THEFT F/AUTO,398196,139192,38.92059751,-77.02080287
MIDNIGHT,THEFT F/AUTO,402071,138561,38.91491267,-76.97612012
EVENING,THEFT/OTHER,406784,135770,38.88974661,-76.92180397
DAY,THEFT/OTHER,398101,138793,38.91700299,-77.02189726
DAY,THEFT F/AUTO,397424,140029,38.92813555,-77.02970834
DAY,THEFT F/AUTO,400643,138931,38.91824795,-76.99258548
DAY,THEFT F/AUTO,391472,141130,38.93801608,-77.09836487
DAY,THEFT F/AUTO,396994,143981,38.96373491,-77.03468474
DAY,THEFT/OTHER,397965,137709,38.90723764,-77.02346225
EVENING,THEFT/OTHER,397603,142843,38.95348538,-77.02765381
DAY,THEFT/OTHER,397700,136611,38.89734582,-77.02651386
DAY,ROBBERY,400436,135043,38.88322359,-76.99497489
EVENING,THEFT/OTHER,394449,137479,38.90515055,-77.06399762
DAY,THEFT/OTHER,397833,140689,38.93408213,-77.02499354
DAY,THEFT/OTHER,397700,136611,38.89734582,-77.02651386
DAY,THEFT F/AUTO,397924,144887,38.97189907,-77.02395667
DAY,BURGLARY,402007,137094,38.90169757,-76.97686237
DAY,THEFT/OTHER,394649,138004,38.90988117,-77.06169591
DAY,THEFT/OTHER,394649,138004,38.90988117,-77.06169591
DAY,BURGLARY,402554,131862,38.85456424,-76.97057574
EVENING,THEFT/OTHER,392607,143559,38.95990745,-77.08529958
DAY,THEFT/OTHER,397700,136611,38.89734582,-77.02651386
DAY,THEFT/OTHER,395597,137490,38.90525614,-77.05076238
DAY,BURGLARY,401003,138369,38.91318493,-76.98843508
DAY,THEFT F/AUTO,400965,138212,38.91177067,-76.98887346
DAY,THEFT/OTHER,396028,136612,38.89734886,-77.04578828
EVENING,THEFT F/AUTO,397564,138854,38.91755117,-77.02808959
EVENING,THEFT F/AUTO,405927,137780,38.90785961,-76.93166487
DAY,THEFT F/AUTO,398189,142683,38.95204546,-77.0208928
DAY,THEFT/OTHER,397330,138792,38.91699197,-77.03078761
DAY,MOTOR VEHICLE THEFT,399950,139566,38.92396847,-77.0005766
DAY,THEFT F/AUTO,400331,134906,38.88198948,-76.99618513
DAY,ROBBERY,401280,133168,38.86633202,-76.98525087
DAY,MOTOR VEHICLE THEFT,400350,128897,38.82785783,-76.99596921
DAY,THEFT/OTHER,400157,130701,38.84410914,-76.99819149
DAY,BURGLARY,400930,136927,38.90019498,-76.98927875
EVENING,BURGLARY,404182,135422,38.88662793,-76.95179813
DAY,THEFT/OTHER,401338,136696,38.89811352,-76.98457569
DAY,THEFT/OTHER,399659,128340,38.82284012,-77.00392687
DAY,THEFT F/AUTO,397904,140846,38.93549661,-77.02417512
DAY,THEFT F/AUTO,401174,137228,38.9029062,-76.98646535
DAY,THEFT F/AUTO,399346,143138,38.95614585,-77.00754538
DAY,THEFT/OTHER,394553,137415,38.90457467,-77.0627981
DAY,BURGLARY,399449,128165,38.82126353,-77.00634503
DAY,THEFT/OTHER,397330,138792,38.91699197,-77.03078761
DAY,THEFT/OTHER,404600,136168,38.89334609,-76.94697526
DAY,THEFT F/AUTO,402132,133764,38.87169938,-76.97543164
DAY,THEFT/OTHER,400233,136927,38.90019544,-76.99731392
DAY,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
DAY,THEFT F/AUTO,390613,140150,38.92917919,-77.10825945
DAY,THEFT F/AUTO,397877,137857,38.90857067,-77.02447729
EVENING,ROBBERY,401219,136805,38.8990956,-76.98594731
DAY,MOTOR VEHICLE THEFT,402796,133994,38.87376945,-76.96777902
DAY,THEFT/OTHER,394449,137479,38.90515055,-77.06399762
EVENING,THEFT/OTHER,397330,138792,38.91699197,-77.03078761
DAY,THEFT F/AUTO,394649,138004,38.90988117,-77.06169591
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
DAY,THEFT/OTHER,397001,137426,38.90468552,-77.03457532
MIDNIGHT,HOMICIDE,397655,139302,38.92158715,-77.0270418
EVENING,THEFT/OTHER,405964,134419,38.87758224,-76.93126745
EVENING,THEFT/OTHER,397837,136946,38.90036397,-77.02493561
EVENING,THEFT/OTHER,401542,133586,38.87009711,-76.98223098
EVENING,ROBBERY,397424,141730,38.94345866,-77.02971473
EVENING,THEFT F/AUTO,394691,137573,38.90599883,-77.06120833
EVENING,THEFT F/AUTO,401079,132522,38.86051285,-76.98756796
EVENING,THEFT F/AUTO,395597,137710,38.90723798,-77.05076379
EVENING,THEFT F/AUTO,405889,137894,38.90888681,-76.93210201
EVENING,THEFT/OTHER,397228,138264,38.91223526,-77.03196163
EVENING,THEFT/OTHER,400331,139898,38.92695917,-76.99618273
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT F/AUTO,395710,137710,38.90723854,-77.04946097
EVENING,THEFT/OTHER,400278,130607,38.84326232,-76.99679771
EVENING,THEFT/OTHER,402248,133774,38.87178917,-76.97409487
EVENING,MOTOR VEHICLE THEFT,395458,136921,38.90012968,-77.05236115
EVENING,THEFT/OTHER,394650,141697,38.94314888,-77.06171317
EVENING,THEFT/OTHER,397563,136664,38.89782289,-77.02809335
EVENING,THEFT/OTHER,402965,132500,38.86031033,-76.96583791
MIDNIGHT,THEFT F/AUTO,398735,145069,38.97354011,-77.01459821
EVENING,THEFT F/AUTO,397431,138975,38.9186408,-77.02962367
EVENING,THEFT F/AUTO,395861,137857,38.90856349,-77.04772092
EVENING,THEFT/OTHER,397088,139298,38.92154942,-77.03358024
EVENING,THEFT F/AUTO,398002,139987,38.9277587,-77.0230423
EVENING,THEFT/OTHER,392004,141181,38.9384805,-77.0922292
EVENING,ROBBERY,404536,135167,38.88432903,-76.9477196
EVENING,ROBBERY,400840,129278,38.83128973,-76.99032564
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,402335,132676,38.86189771,-76.97309604
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,406453,134892,38.88183975,-76.9256275
MIDNIGHT,THEFT/OTHER,397328,139157,38.92028001,-77.03081209
MIDNIGHT,THEFT/OTHER,402372,131325,38.84972723,-76.97267438
MIDNIGHT,ROBBERY,392231,142227,38.9479052,-77.08962273
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,401504,137393,38.90439207,-76.98266053
MIDNIGHT,THEFT/OTHER,405783,138097,38.91071621,-76.93332244
MIDNIGHT,ROBBERY,402104,139388,38.92236247,-76.97573708
MIDNIGHT,THEFT F/AUTO,400777,140572,38.93303049,-76.99103844
MIDNIGHT,THEFT/OTHER,397229,138753,38.91664034,-77.03195208
MIDNIGHT,THEFT F/AUTO,400777,140572,38.93303049,-76.99103844
MIDNIGHT,THEFT/OTHER,396388,138837,38.91739398,-77.04164999
DAY,SEX ABUSE,395886,138632,38.91554507,-77.04743732
MIDNIGHT,THEFT/OTHER,397081,136558,38.89686654,-77.03364932
MIDNIGHT,THEFT F/AUTO,402158,138824,38.91728165,-76.97511613
MIDNIGHT,THEFT/OTHER,396662,138182,38.91149461,-77.03848731
MIDNIGHT,THEFT F/AUTO,398116,139949,38.92741664,-77.02172747
DAY,SEX ABUSE,399680,141427,38.94073287,-77.00369113
DAY,ROBBERY,398036,139678,38.92497521,-77.0226493
MIDNIGHT,THEFT/OTHER,400643,138931,38.91824795,-76.99258548
DAY,ROBBERY,400437,136362,38.89510563,-76.99496253
DAY,ASSAULT W/DANGEROUS WEAPON,397804,138916,38.91811032,-77.02532234
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,404382,137180,38.90246366,-76.94948171
DAY,THEFT F/AUTO,399591,130876,38.84568554,-77.00471144
DAY,THEFT F/AUTO,405953,135519,38.88749153,-76.93138469
DAY,MOTOR VEHICLE THEFT,398346,141276,38.93937112,-77.01907816
DAY,THEFT F/AUTO,394433,140044,38.92825681,-77.06420289
DAY,THEFT F/AUTO,399362,142931,38.95428115,-77.00736059
DAY,MOTOR VEHICLE THEFT,393744,139082,38.91958618,-77.07214019
DAY,THEFT/OTHER,393720,140689,38.93406236,-77.07243164
DAY,THEFT F/AUTO,398946,139210,38.92076088,-77.01215425
DAY,THEFT F/AUTO,397042,141017,38.93703455,-77.03411811
DAY,THEFT F/AUTO,404746,133315,38.86764438,-76.945312
DAY,THEFT F/AUTO,398043,139624,38.92448878,-77.02256842
DAY,MOTOR VEHICLE THEFT,406518,135268,38.88522642,-76.92487479
DAY,BURGLARY,395005,137471,38.90508182,-77.05758743
DAY,THEFT F/AUTO,398946,139092,38.9196979,-77.01215407
DAY,THEFT F/AUTO,405953,135519,38.88749153,-76.93138469
EVENING,THEFT F/AUTO,403410,134712,38.88023531,-76.96069975
DAY,THEFT F/AUTO,400384,140388,38.93137322,-76.99557123
EVENING,BURGLARY,395005,137471,38.90508182,-77.05758743
DAY,THEFT/OTHER,398099,138672,38.91591297,-77.02191998
DAY,THEFT F/AUTO,401144,142567,38.95100163,-76.98680231
DAY,THEFT/OTHER,400686,136927,38.9001952,-76.99209164
DAY,ASSAULT W/DANGEROUS WEAPON,398319,136303,38.89457264,-77.01937742
DAY,MOTOR VEHICLE THEFT,402873,140629,38.93353961,-76.96686392
DAY,THEFT F/AUTO,405568,137425,38.90466399,-76.93580682
DAY,ROBBERY,401568,136987,38.90073457,-76.98192361
DAY,THEFT/OTHER,399156,128511,38.82438023,-77.00971949
DAY,THEFT/OTHER,402158,138824,38.91728165,-76.97511613
DAY,THEFT/OTHER,399695,137774,38.90782549,-77.00351648
EVENING,SEX ABUSE,397233,139278,38.92136972,-77.03190807
DAY,THEFT F/AUTO,403796,132834,38.86331595,-76.95626147
DAY,THEFT/OTHER,400134,137356,38.90406004,-76.99845513
DAY,THEFT/OTHER,402137,130830,38.84526865,-76.97538314
DAY,THEFT F/AUTO,398010,138818,38.91722799,-77.02294665
DAY,THEFT F/AUTO,400038,137846,38.90847414,-76.99956188
DAY,MOTOR VEHICLE THEFT,396917,137871,38.90869394,-77.03554575
DAY,BURGLARY,400359,135189,38.88453885,-76.99586228
DAY,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,THEFT/OTHER,402195,137192,38.90257994,-76.9746947
DAY,THEFT/OTHER,394737,137483,38.90518836,-77.0606773
DAY,THEFT/OTHER,401305,138586,38.91513935,-76.98495251
DAY,THEFT/OTHER,398682,135190,38.88454694,-77.01519087
DAY,THEFT F/AUTO,397360,140955,38.93647705,-77.03045
DAY,THEFT F/AUTO,397522,146343,38.985014,-77.02860095
DAY,ASSAULT W/DANGEROUS WEAPON,406622,136861,38.89957597,-76.92366075
MIDNIGHT,THEFT/OTHER,397329,136718,38.89830866,-77.03079107
EVENING,THEFT/OTHER,397277,137638,38.90659619,-77.03139417
EVENING,THEFT/OTHER,400135,136990,38.90076298,-76.99844368
EVENING,THEFT F/AUTO,397063,139725,38.92539589,-77.03387036
EVENING,THEFT F/AUTO,401190,141591,38.94220948,-76.98627333
EVENING,THEFT F/AUTO,398549,138106,38.91081511,-77.01672994
EVENING,THEFT F/AUTO,395151,137409,38.90452412,-77.05590376
EVENING,ROBBERY,393930,143053,38.95535942,-77.07003048
EVENING,THEFT/OTHER,396456,137483,38.90519697,-77.04085889
EVENING,ROBBERY,397422,140620,38.93345945,-77.02973363
MIDNIGHT,THEFT/OTHER,396456,137483,38.90519697,-77.04085889
EVENING,THEFT F/AUTO,394553,137415,38.90457467,-77.0627981
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,398887,142651,38.95175836,-77.0128402
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,402984,134118,38.87488587,-76.96561198
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,403766,136258,38.89416081,-76.95658838
MIDNIGHT,ROBBERY,400801,129945,38.83729841,-76.99077403
MIDNIGHT,THEFT F/AUTO,402732,141100,38.93778297,-76.96848829
MIDNIGHT,THEFT F/AUTO,397965,138469,38.91408398,-77.02346451
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,401502,132819,38.86318773,-76.98269359
MIDNIGHT,THEFT/OTHER,400711,132485,38.86017991,-76.99180803
DAY,THEFT F/AUTO,397228,138182,38.91149657,-77.0319613
DAY,ASSAULT W/DANGEROUS WEAPON,405927,137780,38.90785961,-76.93166487
DAY,MOTOR VEHICLE THEFT,398903,129279,38.83129845,-77.01263426
DAY,THEFT F/AUTO,395001,139958,38.92748551,-77.05765165
DAY,THEFT/OTHER,400709,129315,38.83162316,-76.99183434
DAY,MOTOR VEHICLE THEFT,394578,141325,38.93979735,-77.06254076
DAY,THEFT F/AUTO,402158,138824,38.91728165,-76.97511613
DAY,THEFT/OTHER,401257,136696,38.89811364,-76.98550944
DAY,BURGLARY,401305,138586,38.91513935,-76.98495251
DAY,THEFT F/AUTO,406848,135451,38.88687245,-76.92106945
DAY,THEFT/OTHER,404105,139186,38.92053572,-76.95266314
DAY,MOTOR VEHICLE THEFT,400480,138730,38.91643738,-76.99446519
DAY,THEFT/OTHER,397633,144615,38.96944809,-77.02731382
DAY,THEFT/OTHER,401535,131621,38.85239558,-76.98231603
DAY,ROBBERY,397700,138792,38.91699302,-77.02652116
DAY,THEFT F/AUTO,399949,134459,38.87796279,-77.00058776
DAY,THEFT F/AUTO,399852,143321,38.95779459,-77.00170756
DAY,THEFT/OTHER,401560,137150,38.90220295,-76.98201546
EVENING,THEFT F/AUTO,404370,136293,38.8944733,-76.9496257
DAY,ROBBERY,399508,138139,38.91111345,-77.00567275
DAY,THEFT/OTHER,394354,137885,38.90880733,-77.06509622
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
MIDNIGHT,THEFT/OTHER,394550,137528,38.90559259,-77.06283358
EVENING,THEFT/OTHER,394449,137479,38.90515055,-77.06399762
EVENING,THEFT F/AUTO,398761,143711,38.96130695,-77.01429572
EVENING,THEFT/OTHER,399756,137184,38.90251058,-77.00281298
EVENING,THEFT F/AUTO,395201,139966,38.9275587,-77.05534518
EVENING,THEFT/OTHER,400790,140353,38.93105766,-76.99088876
EVENING,THEFT F/AUTO,396671,139479,38.92317844,-77.03838983
EVENING,THEFT F/AUTO,396980,136990,38.90075781,-77.03481551
MIDNIGHT,THEFT F/AUTO,401625,137849,38.90849967,-76.98126445
EVENING,THEFT F/AUTO,396891,139999,38.92786357,-77.03585516
EVENING,THEFT/OTHER,394449,137479,38.90515055,-77.06399762
EVENING,THEFT/OTHER,400089,138915,38.91810405,-76.99897373
EVENING,THEFT F/AUTO,397430,138346,38.91297456,-77.02963285
EVENING,THEFT/OTHER,399081,139151,38.92022954,-77.01059741
EVENING,THEFT F/AUTO,398512,141639,38.94264143,-77.01716421
EVENING,THEFT F/AUTO,399640,139764,38.92575205,-77.00415165
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
EVENING,THEFT F/AUTO,396124,137829,38.90831245,-77.04468848
EVENING,ASSAULT W/DANGEROUS WEAPON,402670,131549,38.85174426,-76.96924053
EVENING,THEFT/OTHER,401822,137058,38.90137367,-76.97899523
EVENING,ROBBERY,397694,143150,38.95625116,-77.02660499
EVENING,BURGLARY,394450,137863,38.90860976,-77.0639892
EVENING,MOTOR VEHICLE THEFT,397641,142485,38.95026052,-77.02721418
EVENING,THEFT F/AUTO,397172,138305,38.91260442,-77.03260749
EVENING,THEFT/OTHER,400354,131430,38.85067624,-76.99592184
EVENING,THEFT F/AUTO,397768,138713,38.91628154,-77.0257368
EVENING,ASSAULT W/DANGEROUS WEAPON,400829,140920,38.93616533,-76.99043828
EVENING,THEFT/OTHER,399454,134294,38.87647624,-77.00629232
EVENING,THEFT/OTHER,398601,145300,38.9756208,-77.01614506
EVENING,ASSAULT W/DANGEROUS WEAPON,405593,134807,38.88107993,-76.93553991
EVENING,MOTOR VEHICLE THEFT,397562,142025,38.9461165,-77.02812392
EVENING,ASSAULT W/DANGEROUS WEAPON,401525,137873,38.90871605,-76.98241736
EVENING,THEFT F/AUTO,403023,138808,38.91713496,-76.9651419
EVENING,MOTOR VEHICLE THEFT,397277,137638,38.90659619,-77.03139417
EVENING,THEFT/OTHER,395653,137406,38.90449972,-77.05011622
EVENING,BURGLARY,397654,136543,38.89673313,-77.0270439
EVENING,BURGLARY,398576,141939,38.94534402,-77.01642659
EVENING,ASSAULT W/DANGEROUS WEAPON,404579,137347,38.90396705,-76.94720947
MIDNIGHT,MOTOR VEHICLE THEFT,403859,135396,38.88639519,-76.95552118
EVENING,BURGLARY,402796,133416,38.86856259,-76.96778137
MIDNIGHT,THEFT F/AUTO,398099,138058,38.91038186,-77.02191828
MIDNIGHT,THEFT/OTHER,399627,138712,38.91627528,-77.004301
MIDNIGHT,THEFT F/AUTO,397746,137783,38.90790373,-77.02598743
DAY,BURGLARY,398238,138636,38.91558896,-77.02031712
DAY,MOTOR VEHICLE THEFT,397539,139873,38.92673058,-77.02838152
DAY,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
DAY,THEFT/OTHER,405552,138070,38.91047448,-76.93598607
DAY,BURGLARY,396544,138793,38.91699824,-77.03985093
DAY,THEFT F/AUTO,397431,139108,38.91983891,-77.02962417
DAY,THEFT/OTHER,399659,128340,38.82284012,-77.00392687
DAY,THEFT F/AUTO,394902,138300,38.91254914,-77.05878107
DAY,THEFT F/AUTO,403577,139301,38.92157399,-76.95875118
DAY,THEFT F/AUTO,394714,138279,38.91235886,-77.06094859
DAY,THEFT F/AUTO,397777,139195,38.92062357,-77.02563458
DAY,THEFT F/AUTO,407489,136207,38.89367755,-76.913673
DAY,THEFT/OTHER,400591,132715,38.86225194,-76.99319044
DAY,THEFT F/AUTO,394714,138279,38.91235886,-77.06094859
DAY,THEFT/OTHER,394678,143331,38.95786856,-77.06140286
DAY,THEFT F/AUTO,396294,140397,38.93144657,-77.04274233
DAY,THEFT F/AUTO,398195,141806,38.94414522,-77.02082127
DAY,THEFT F/AUTO,398946,139329,38.92183287,-77.01215444
DAY,THEFT/OTHER,396103,138964,38.91853682,-77.04493705
DAY,THEFT F/AUTO,398943,133729,38.87138603,-77.01218041
DAY,THEFT F/AUTO,399692,136918,38.90011434,-77.00355069
DAY,MOTOR VEHICLE THEFT,400332,136856,38.89955581,-76.99617266
DAY,THEFT/OTHER,400251,140544,38.93277857,-76.99710509
DAY,THEFT F/AUTO,400637,136259,38.89417765,-76.99265714
EVENING,THEFT/OTHER,394550,137528,38.90559259,-77.06283358
EVENING,THEFT/OTHER,401601,130970,38.84653097,-76.98155719
EVENING,THEFT F/AUTO,397616,142721,38.95238641,-77.02750341
EVENING,THEFT/OTHER,399489,137576,38.90604174,-77.00589141
EVENING,THEFT/OTHER,404105,139186,38.92053572,-76.95266314
EVENING,THEFT/OTHER,396028,136612,38.89734886,-77.04578828
EVENING,BURGLARY,397103,144445,38.9679151,-77.033429
EVENING,THEFT/OTHER,402951,134337,38.87685882,-76.96599133
EVENING,THEFT F/AUTO,396163,137783,38.90789824,-77.04423858
EVENING,THEFT F/AUTO,398273,136801,38.89905872,-77.01990893
MIDNIGHT,HOMICIDE,400965,138212,38.91177067,-76.98887346
EVENING,THEFT F/AUTO,397612,144311,38.96670953,-77.02755509
EVENING,THEFT/OTHER,400212,137949,38.90940198,-76.9975557
EVENING,THEFT/OTHER,400276,130895,38.84585675,-76.99682063
EVENING,SEX ABUSE,397497,137532,38.90564196,-77.02885735
EVENING,BURGLARY,400541,136105,38.89279043,-76.99376388
EVENING,THEFT/OTHER,401480,135528,38.88759152,-76.98294124
EVENING,ROBBERY,398887,142651,38.95175836,-77.0128402
EVENING,THEFT/OTHER,401611,142322,38.94879387,-76.98141537
EVENING,THEFT/OTHER,398830,142766,38.95279424,-77.01349798
EVENING,THEFT F/AUTO,394888,145208,38.97477828,-77.05899397
EVENING,SEX ABUSE,397497,137532,38.90564196,-77.02885735
MIDNIGHT,MOTOR VEHICLE THEFT,407370,136522,38.89651619,-76.91504136
EVENING,THEFT F/AUTO,398010,138551,38.91482277,-77.02294587
EVENING,THEFT/OTHER,400655,140124,38.92899487,-76.99244596
DAY,THEFT F/AUTO,401648,131394,38.85035046,-76.98101475
EVENING,BURGLARY,400088,136928,38.90020447,-76.99898552
DAY,THEFT/OTHER,400157,130701,38.84410914,-76.99819149
DAY,BURGLARY,402379,132035,38.85612319,-76.97259129
DAY,MOTOR VEHICLE THEFT,405355,136876,38.89971973,-76.93826677
EVENING,THEFT/OTHER,402158,138824,38.91728165,-76.97511613
EVENING,THEFT F/AUTO,397117,138792,38.9169913,-77.0332437
EVENING,BURGLARY,396676,140212,38.92978156,-77.03833572
EVENING,MOTOR VEHICLE THEFT,397886,139847,38.92649727,-77.02437966
EVENING,THEFT F/AUTO,401014,136226,38.89388002,-76.98831142
EVENING,MOTOR VEHICLE THEFT,400033,128396,38.82334466,-76.99961998
EVENING,THEFT/OTHER,401601,130970,38.84653097,-76.98155719
EVENING,THEFT F/AUTO,400332,136653,38.89772711,-76.99617276
EVENING,ROBBERY,397804,140992,38.93681158,-77.02532898
EVENING,THEFT F/AUTO,397935,141011,38.93698305,-77.02381807
EVENING,BURGLARY,401930,130945,38.8463051,-76.97776732
EVENING,THEFT/OTHER,399953,141548,38.94182293,-77.00054214
EVENING,BURGLARY,396661,138017,38.91000823,-77.03849804
EVENING,BURGLARY,400489,136927,38.90019533,-76.9943627
EVENING,THEFT F/AUTO,391566,138920,38.91810863,-77.09725349
EVENING,THEFT/OTHER,398662,141645,38.94269572,-77.01543396
EVENING,THEFT/OTHER,399755,129754,38.83557812,-77.00282186
EVENING,THEFT/OTHER,400436,136696,38.89811443,-76.99497384
MIDNIGHT,MOTOR VEHICLE THEFT,406658,135012,38.88291923,-76.92326366
EVENING,THEFT/OTHER,396456,137483,38.90519697,-77.04085889
EVENING,THEFT/OTHER,396456,137483,38.90519697,-77.04085889
EVENING,THEFT F/AUTO,398272,136943,38.9003379,-77.01992081
EVENING,SEX ABUSE,400437,137267,38.9032582,-76.99496195
EVENING,THEFT/OTHER,393981,143254,38.95717043,-77.06944385
EVENING,THEFT/OTHER,400384,136927,38.90019538,-76.99557316
EVENING,ROBBERY,398903,129279,38.83129845,-77.01263426
EVENING,THEFT F/AUTO,391101,141127,38.93798537,-77.10264407
EVENING,THEFT/OTHER,398945,138510,38.91445505,-77.01216471
EVENING,THEFT F/AUTO,398011,139902,38.92699302,-77.02293826
EVENING,THEFT F/AUTO,397281,140197,38.92964851,-77.03135819
EVENING,THEFT/OTHER,397919,137069,38.90147219,-77.02399066
